region,country,year,population_m,status,death_criterion,donors,donors_pmp
Europe,Georgia,2017,3.9,utilized,total,0,0
Europe,Georgia,2018,3.9,actual,total,0,0
Europe,Georgia,2018,3.9,utilized,total,0,0
Europe,Georgia,2019,3.9,actual,dbd,0,0
Europe,Georgia,2019,3.9,actual,dcd,0,0
Europe,Georgia,2019,3.9,actual,total,0,0
Europe,Georgia,2019,3.9,utilized,dbd,0,0
Europe,Georgia,2019,3.9,utilized,dcd,0,0
Europe,Georgia,2019,3.9,utilized,total,0,0
Europe,Georgia,2020,4,actual,dbd,0,0
Europe,Georgia,2020,4,actual,dcd,0,0
Europe,Georgia,2020,4,actual,total,0,0
Europe,Georgia,2020,4,utilized,dbd,0,0
Europe,Georgia,2020,4,utilized,dcd,0,0
Europe,Georgia,2020,4,utilized,total,0,0
Europe,Georgia,2021,4,actual,dbd,0,0
Europe,Georgia,2021,4,actual,dcd,0,0
Europe,Georgia,2021,4,actual,total,0,0
Europe,Georgia,2021,4,utilized,dbd,0,0
Europe,Georgia,2021,4,utilized,dcd,0,0
Europe,Georgia,2021,4,utilized,total,0,0
Europe,Georgia,2022,4,actual,dbd,0,0
Europe,Georgia,2022,4,actual,dcd,0,0
Europe,Georgia,2022,4,actual,total,0,0
Europe,Georgia,2022,4,utilized,dbd,0,0
Europe,Georgia,2022,4,utilized,dcd,0,0
Europe,Georgia,2022,4,utilized,total,0,0
Europe,Georgia,2023,3.7,actual,dbd,0,0
Europe,Georgia,2023,3.7,actual,dcd,0,0
Europe,Georgia,2023,3.7,actual,total,0,0
Europe,Georgia,2023,3.7,utilized,dbd,0,0
Europe,Georgia,2023,3.7,utilized,dcd,0,0
Europe,Georgia,2023,3.7,utilized,total,0,0
Europe,Georgia,2024,3.7,actual,dbd,0,0
Europe,Georgia,2024,3.7,actual,dcd,0,0
Europe,Georgia,2024,3.7,actual,total,0,0
Europe,Georgia,2024,3.7,utilized,dbd,0,0
Europe,Georgia,2024,3.7,utilized,dcd,0,0
Europe,Georgia,2024,3.7,utilized,total,0,0
Europe,Germany,2003,82.5,actual,dbd,1133,13.733333333333333
Europe,Germany,2003,82.5,actual,total,1133,13.733333333333333
Europe,Germany,2004,82.5,actual,dbd,1075,13.030303030303031
Europe,Germany,2004,82.5,actual,total,1075,13.030303030303031
Europe,Germany,2005,82.7,actual,dbd,1220,14.752116082224909
Europe,Germany,2005,82.7,actual,total,1220,14.752116082224909
Europe,Germany,2006,82.7,actual,total,1259,15.223700120918984
Europe,Germany,2007,82.7,actual,dbd,1313,15.876662636033856
Europe,Germany,2007,82.7,actual,dcd,0,0
Europe,Germany,2007,82.7,actual,total,1313,15.876662636033856
Europe,Germany,2008,82.5,actual,dbd,1199,14.533333333333333
Europe,Germany,2008,82.5,actual,total,1199,14.533333333333333
Europe,Germany,2009,82.2,actual,dbd,1217,14.805352798053528
Europe,Germany,2009,82.2,actual,dcd,0,0
Europe,Germany,2009,82.2,actual,total,1217,14.805352798053528
Europe,Germany,2009,82.2,utilized,dbd,1197,14.562043795620438
Europe,Germany,2009,82.2,utilized,dcd,0,0
Europe,Germany,2010,82.1,actual,dbd,1296,15.785627283800245
Europe,Germany,2010,82.1,actual,dcd,0,0
Europe,Germany,2010,82.1,actual,total,1296,15.785627283800245
Europe,Germany,2011,82.2,actual,dbd,1200,14.598540145985401
Europe,Germany,2011,82.2,actual,dcd,0,0
Europe,Germany,2011,82.2,actual,total,1200,14.598540145985401
Europe,Germany,2012,82,actual,dbd,1047,12.768292682926829
Europe,Germany,2012,82,actual,dcd,0,0
Europe,Germany,2012,82,actual,total,1047,12.768292682926829
Europe,Germany,2013,82.7,actual,dbd,875,10.580411124546554
Europe,Germany,2013,82.7,actual,dcd,0,0
Europe,Germany,2013,82.7,actual,total,875,10.580411124546554
Europe,Germany,2013,82.7,utilized,dbd,865,10.459492140266022
Europe,Germany,2013,82.7,utilized,dcd,0,0
Europe,Germany,2013,82.7,utilized,total,865,10.459492140266022
Europe,Germany,2014,82.7,actual,dbd,864,10.447400241837968
Europe,Germany,2014,82.7,actual,dcd,0,0
Europe,Germany,2014,82.7,actual,total,864,10.447400241837968
Europe,Germany,2014,82.7,utilized,dbd,851,10.290205562273277
Europe,Germany,2014,82.7,utilized,dcd,0,0
Europe,Germany,2014,82.7,utilized,total,851,10.290205562273277
Europe,Germany,2015,80.7,actual,dbd,877,10.867410161090458
Europe,Germany,2015,80.7,actual,dcd,0,0
Europe,Germany,2015,80.7,actual,total,877,10.867410161090458
Europe,Germany,2015,80.7,utilized,dbd,863,10.693928128872367
Europe,Germany,2015,80.7,utilized,dcd,0,0
Europe,Germany,2015,80.7,utilized,total,863,10.693928128872367
Europe,Germany,2016,80.7,actual,dbd,857,10.619578686493185
Europe,Germany,2016,80.7,actual,dcd,0,0
Europe,Germany,2016,80.7,actual,total,857,10.619578686493185
Europe,Germany,2016,80.7,utilized,dbd,833,10.322180916976455
Europe,Germany,2016,80.7,utilized,dcd,0,0
Europe,Germany,2016,80.7,utilized,total,833,10.322180916976455
Europe,Germany,2017,82.1,actual,dbd,797,9.707673568818514
Europe,Germany,2017,82.1,actual,dcd,0,0
Europe,Germany,2017,82.1,actual,total,797,9.707673568818514
Europe,Germany,2017,82.1,utilized,dbd,769,9.366626065773447
Europe,Germany,2017,82.1,utilized,dcd,0,0
Europe,Germany,2017,82.1,utilized,total,769,9.366626065773447
Europe,Germany,2018,82.3,actual,dbd,955,11.603888213851763
Europe,Germany,2018,82.3,actual,dcd,0,0
Europe,Germany,2018,82.3,actual,total,955,11.603888213851763
Europe,Germany,2018,82.3,utilized,dbd,933,11.336573511543135
Europe,Germany,2018,82.3,utilized,dcd,0,0
Europe,Germany,2018,82.3,utilized,total,933,11.336573511543135
Europe,Germany,2019,82.4,actual,dbd,932,11.310679611650485
Europe,Germany,2019,82.4,actual,dcd,0,0
Europe,Germany,2019,82.4,actual,total,932,11.310679611650485
Europe,Germany,2019,82.4,utilized,dbd,899,10.910194174757281
Europe,Germany,2019,82.4,utilized,dcd,0,0
Europe,Germany,2019,82.4,utilized,total,899,10.910194174757281
Europe,Germany,2020,83.8,actual,dbd,913,10.894988066825777
Europe,Germany,2020,83.8,actual,dcd,0,0
Europe,Germany,2020,83.8,actual,total,913,10.894988066825777
Europe,Germany,2020,83.8,utilized,dbd,887,10.58472553699284
Europe,Germany,2020,83.8,utilized,dcd,0,0
Europe,Germany,2020,83.8,utilized,total,887,10.58472553699284
Europe,Germany,2021,83.9,actual,dbd,933,11.120381406436232
Europe,Germany,2021,83.9,actual,dcd,0,0
Europe,Germany,2021,83.9,actual,total,933,11.120381406436232
Europe,Germany,2021,83.9,utilized,dbd,900,10.727056019070321
Europe,Germany,2021,83.9,utilized,dcd,0,0
Europe,Germany,2021,83.9,utilized,total,900,10.727056019070321
Europe,Germany,2022,83.9,actual,dbd,869,10.35756853396901
Europe,Germany,2022,83.9,actual,dcd,0,0
Europe,Germany,2022,83.9,actual,total,869,10.35756853396901
Europe,Germany,2022,83.9,utilized,dbd,842,10.0357568533969
Europe,Germany,2022,83.9,utilized,dcd,0,0
Europe,Germany,2022,83.9,utilized,total,842,10.0357568533969
Europe,Germany,2023,83.3,actual,dbd,965,11.584633853541417
Europe,Germany,2023,83.3,actual,dcd,0,0
Europe,Germany,2023,83.3,actual,total,965,11.584633853541417
Europe,Germany,2023,83.3,utilized,dbd,931,11.176470588235295
Europe,Germany,2023,83.3,utilized,dcd,0,0
Europe,Germany,2023,83.3,utilized,total,931,11.176470588235295
Europe,Germany,2024,83.3,actual,dbd,953,11.440576230492198
Europe,Germany,2024,83.3,actual,dcd,0,0
Europe,Germany,2024,83.3,actual,total,953,11.440576230492198
Europe,Germany,2024,83.3,utilized,dbd,911,10.936374549819929
Europe,Germany,2024,83.3,utilized,dcd,0,0
Europe,Germany,2024,83.3,utilized,total,911,10.936374549819929
Africa,Ghana,2009,23.8,actual,dbd,0,0
Africa,Ghana,2009,23.8,actual,dcd,0,0
Africa,Ghana,2009,23.8,actual,total,0,0
Africa,Ghana,2010,24.3,actual,dbd,0,0
Africa,Ghana,2010,24.3,actual,dcd,0,0
Africa,Ghana,2010,24.3,actual,total,0,0
Africa,Ghana,2011,25,actual,dbd,0,0
Africa,Ghana,2011,25,actual,dcd,0,0
Africa,Ghana,2011,25,actual,total,0,0
Africa,Ghana,2011,25,utilized,dbd,0,0
Africa,Ghana,2011,25,utilized,dcd,0,0
Africa,Ghana,2011,25,utilized,total,0,0
Africa,Ghana,2012,25.5,actual,dbd,0,0
Africa,Ghana,2012,25.5,actual,dcd,0,0
Africa,Ghana,2012,25.5,actual,total,0,0
Africa,Ghana,2012,25.5,utilized,dbd,0,0
Africa,Ghana,2012,25.5,utilized,dcd,0,0
Africa,Ghana,2012,25.5,utilized,total,0,0
Africa,Ghana,2013,25.9,actual,dbd,0,0
Africa,Ghana,2013,25.9,actual,dcd,0,0
Africa,Ghana,2013,25.9,actual,total,0,0
Africa,Ghana,2013,25.9,utilized,dbd,0,0
Africa,Ghana,2013,25.9,utilized,dcd,0,0
Africa,Ghana,2013,25.9,utilized,total,0,0
Africa,Ghana,2014,26.4,actual,dbd,0,0
Africa,Ghana,2014,26.4,actual,dcd,0,0
Africa,Ghana,2014,26.4,actual,total,0,0
Africa,Ghana,2014,26.4,utilized,dbd,0,0
Africa,Ghana,2014,26.4,utilized,dcd,0,0
Africa,Ghana,2014,26.4,utilized,total,0,0
Africa,Ghana,2015,27.4,actual,dbd,0,0
Africa,Ghana,2015,27.4,actual,dcd,0,0
Africa,Ghana,2015,27.4,actual,total,0,0
Africa,Ghana,2015,27.4,utilized,dbd,0,0
Africa,Ghana,2015,27.4,utilized,dcd,0,0
Africa,Ghana,2015,27.4,utilized,total,0,0
Africa,Ghana,2016,28,actual,dbd,0,0
Africa,Ghana,2016,28,actual,dcd,0,0
Africa,Ghana,2016,28,actual,total,0,0
Africa,Ghana,2016,28,utilized,dbd,0,0
Africa,Ghana,2016,28,utilized,dcd,0,0
Africa,Ghana,2016,28,utilized,total,0,0
Europe,Greece,2000,10.6,actual,dbd,20,1.8867924528301887
Europe,Greece,2000,10.6,actual,total,20,1.8867924528301887
Europe,Greece,2001,10.6,actual,dbd,32,3.018867924528302
Europe,Greece,2001,10.6,actual,total,32,3.018867924528302
Europe,Greece,2002,10.6,actual,dbd,65,6.132075471698114
Europe,Greece,2002,10.6,actual,total,65,6.132075471698114
Europe,Greece,2003,11,actual,dbd,71,6.454545454545454
Europe,Greece,2003,11,actual,total,71,6.454545454545454
Europe,Greece,2004,11,actual,dbd,66,6
Europe,Greece,2004,11,actual,total,66,6
Europe,Greece,2005,11.1,actual,dbd,85,7.657657657657658
Europe,Greece,2005,11.1,actual,dcd,4,0.3603603603603604
Europe,Greece,2005,11.1,actual,total,89,8.018018018018019
Europe,Greece,2006,11.1,actual,total,79,7.117117117117117
Europe,Greece,2007,11.2,actual,dbd,64,5.714285714285714
Europe,Greece,2007,11.2,actual,total,64,5.714285714285714
Europe,Greece,2008,11.2,actual,dbd,98,8.75
Europe,Greece,2008,11.2,actual,total,98,8.75
Europe,Greece,2009,11.2,actual,total,71,6.339285714285714
Europe,Greece,2010,11.2,actual,dbd,44,3.928571428571429
Europe,Greece,2010,11.2,actual,dcd,0,0
Europe,Greece,2010,11.2,actual,total,44,3.928571428571429
Europe,Greece,2011,11.4,actual,total,79,6.9298245614035086
Europe,Greece,2012,11.4,actual,dbd,77,6.754385964912281
Europe,Greece,2012,11.4,actual,dcd,0,0
Europe,Greece,2012,11.4,actual,total,77,6.754385964912281
Europe,Greece,2013,11.1,actual,dbd,62,5.585585585585585
Europe,Greece,2013,11.1,actual,dcd,0,0
Europe,Greece,2013,11.1,actual,total,62,5.585585585585585
Europe,Greece,2013,11.1,utilized,dbd,58,5.225225225225225
Europe,Greece,2013,11.1,utilized,dcd,0,0
Europe,Greece,2013,11.1,utilized,total,58,5.225225225225225
Europe,Greece,2014,11.1,actual,dbd,50,4.504504504504505
Europe,Greece,2014,11.1,actual,dcd,0,0
Europe,Greece,2014,11.1,actual,total,50,4.504504504504505
Europe,Greece,2014,11.1,utilized,dbd,50,4.504504504504505
Europe,Greece,2014,11.1,utilized,dcd,0,0
Europe,Greece,2014,11.1,utilized,total,50,4.504504504504505
Europe,Greece,2015,11,actual,dbd,39,3.5454545454545454
Europe,Greece,2015,11,actual,dcd,0,0
Europe,Greece,2015,11,actual,total,39,3.5454545454545454
Europe,Greece,2015,11,utilized,dbd,36,3.272727272727273
Europe,Greece,2015,11,utilized,dcd,0,0
Europe,Greece,2015,11,utilized,total,36,3.272727272727273
Europe,Greece,2016,10.9,actual,dbd,51,4.678899082568807
Europe,Greece,2016,10.9,actual,dcd,0,0
Europe,Greece,2016,10.9,actual,total,51,4.678899082568807
Europe,Greece,2016,10.9,utilized,dbd,45,4.128440366972477
Europe,Greece,2016,10.9,utilized,dcd,0,0
Europe,Greece,2016,10.9,utilized,total,45,4.128440366972477
Europe,Greece,2017,11.2,actual,dbd,67,5.982142857142858
Europe,Greece,2017,11.2,actual,dcd,0,0
Europe,Greece,2017,11.2,actual,total,67,5.982142857142858
Europe,Greece,2017,11.2,utilized,dbd,57,5.089285714285714
Europe,Greece,2017,11.2,utilized,dcd,0,0
Europe,Greece,2017,11.2,utilized,total,57,5.089285714285714
Europe,Greece,2018,11.1,actual,dbd,45,4.054054054054054
Europe,Greece,2018,11.1,actual,dcd,0,0
Europe,Greece,2018,11.1,actual,total,45,4.054054054054054
Europe,Greece,2018,11.1,utilized,dbd,43,3.873873873873874
Europe,Greece,2018,11.1,utilized,dcd,0,0
Europe,Greece,2018,11.1,utilized,total,43,3.873873873873874
Europe,Greece,2019,11.1,actual,dbd,61,5.495495495495495
Europe,Greece,2019,11.1,actual,dcd,0,0
Europe,Greece,2019,11.1,actual,total,61,5.495495495495495
Europe,Greece,2019,11.1,utilized,dbd,56,5.045045045045045
Europe,Greece,2019,11.1,utilized,dcd,0,0
Europe,Greece,2019,11.1,utilized,total,56,5.045045045045045
Europe,Greece,2020,10.4,actual,dbd,48,4.615384615384615
Europe,Greece,2020,10.4,actual,dcd,0,0
Europe,Greece,2020,10.4,actual,total,48,4.615384615384615
Europe,Greece,2020,10.4,utilized,dbd,46,4.423076923076923
Europe,Greece,2020,10.4,utilized,dcd,0,0
Europe,Greece,2020,10.4,utilized,total,46,4.423076923076923
Europe,Greece,2021,10.4,actual,dbd,52,5
Europe,Greece,2021,10.4,actual,dcd,0,0
Europe,Greece,2021,10.4,actual,total,52,5
Europe,Greece,2021,10.4,utilized,dbd,45,4.326923076923077
Europe,Greece,2021,10.4,utilized,dcd,0,0
Europe,Greece,2021,10.4,utilized,total,45,4.326923076923077
Europe,Greece,2022,10.3,actual,dbd,69,6.699029126213592
Europe,Greece,2022,10.3,actual,dcd,0,0
Europe,Greece,2022,10.3,actual,total,69,6.699029126213592
Europe,Greece,2022,10.3,utilized,dbd,66,6.407766990291262
Europe,Greece,2022,10.3,utilized,dcd,0,0
Europe,Greece,2022,10.3,utilized,total,66,6.407766990291262
Europe,Greece,2023,10.3,actual,dbd,87,8.446601941747572
Europe,Greece,2023,10.3,actual,dcd,0,0
Europe,Greece,2023,10.3,actual,total,87,8.446601941747572
Europe,Greece,2023,10.3,utilized,dbd,80,7.766990291262135
Europe,Greece,2023,10.3,utilized,dcd,0,0
Europe,Greece,2023,10.3,utilized,total,80,7.766990291262135
Europe,Greece,2024,10.3,actual,dbd,111,10.776699029126213
Europe,Greece,2024,10.3,actual,dcd,0,0
Europe,Greece,2024,10.3,actual,total,111,10.776699029126213
Europe,Greece,2024,10.3,utilized,dbd,102,9.902912621359222
Europe,Greece,2024,10.3,utilized,dcd,0,0
Europe,Greece,2024,10.3,utilized,total,102,9.902912621359222
America,Guatemala,2004,12.7,actual,dbd,3,0.2362204724409449
America,Guatemala,2004,12.7,actual,total,3,0.2362204724409449
America,Guatemala,2006,12.9,actual,total,6,0.46511627906976744
America,Guatemala,2007,13.2,actual,dbd,18,1.3636363636363638
America,Guatemala,2007,13.2,actual,total,18,1.3636363636363638
America,Guatemala,2008,13.7,actual,total,7,0.5109489051094891
America,Guatemala,2009,14,actual,total,6,0.42857142857142855
America,Guatemala,2010,14.4,actual,total,6,0.41666666666666663
America,Guatemala,2011,14.8,actual,dbd,8,0.5405405405405405
America,Guatemala,2011,14.8,actual,dcd,0,0
America,Guatemala,2011,14.8,actual,total,8,0.5405405405405405
America,Guatemala,2012,15.1,actual,dbd,5,0.33112582781456956
America,Guatemala,2012,15.1,actual,dcd,0,0
America,Guatemala,2012,15.1,actual,total,5,0.33112582781456956
America,Guatemala,2013,15.5,actual,dbd,6,0.3870967741935484
America,Guatemala,2013,15.5,actual,dcd,0,0
America,Guatemala,2013,15.5,actual,total,6,0.3870967741935484
America,Guatemala,2014,15.9,actual,dbd,8,0.5031446540880503
America,Guatemala,2014,15.9,actual,dcd,0,0
America,Guatemala,2014,15.9,actual,total,8,0.5031446540880503
America,Guatemala,2014,15.9,utilized,dbd,8,0.5031446540880503
America,Guatemala,2014,15.9,utilized,dcd,0,0
America,Guatemala,2014,15.9,utilized,total,8,0.5031446540880503
America,Guatemala,2015,16.3,actual,dbd,0,0
America,Guatemala,2015,16.3,actual,dcd,0,0
America,Guatemala,2015,16.3,actual,total,15,0.920245398773006
America,Guatemala,2015,16.3,utilized,dbd,0,0
America,Guatemala,2015,16.3,utilized,dcd,0,0
America,Guatemala,2015,16.3,utilized,total,0,0
America,Guatemala,2016,16.7,actual,dbd,8,0.47904191616766467
America,Guatemala,2016,16.7,actual,dcd,0,0
America,Guatemala,2016,16.7,actual,total,8,0.47904191616766467
America,Guatemala,2017,16.9,actual,dbd,2,0.1183431952662722
America,Guatemala,2017,16.9,actual,dcd,0,0
America,Guatemala,2017,16.9,actual,total,2,0.1183431952662722
America,Guatemala,2017,16.9,utilized,dbd,2,0.1183431952662722
America,Guatemala,2017,16.9,utilized,dcd,0,0
America,Guatemala,2017,16.9,utilized,total,2,0.1183431952662722
America,Guatemala,2018,17.2,actual,dbd,5,0.29069767441860467
America,Guatemala,2018,17.2,actual,dcd,0,0
America,Guatemala,2018,17.2,actual,total,5,0.29069767441860467
America,Guatemala,2018,17.2,utilized,dbd,5,0.29069767441860467
America,Guatemala,2018,17.2,utilized,dcd,0,0
America,Guatemala,2018,17.2,utilized,total,5,0.29069767441860467
America,Guatemala,2019,17.6,actual,dbd,3,0.17045454545454544
America,Guatemala,2019,17.6,actual,dcd,0,0
America,Guatemala,2019,17.6,actual,total,3,0.17045454545454544
America,Guatemala,2019,17.6,utilized,dbd,3,0.17045454545454544
America,Guatemala,2019,17.6,utilized,dcd,0,0
America,Guatemala,2019,17.6,utilized,total,3,0.17045454545454544
America,Guatemala,2020,17.9,actual,dbd,0,0
America,Guatemala,2020,17.9,actual,dcd,0,0
America,Guatemala,2020,17.9,actual,total,0,0
America,Guatemala,2020,17.9,utilized,dbd,0,0
America,Guatemala,2020,17.9,utilized,dcd,0,0
America,Guatemala,2020,17.9,utilized,total,0,0
America,Guatemala,2021,18.2,actual,dbd,1,0.054945054945054944
America,Guatemala,2021,18.2,actual,dcd,0,0
America,Guatemala,2021,18.2,actual,total,1,0.054945054945054944
America,Guatemala,2021,18.2,utilized,dbd,1,0.054945054945054944
America,Guatemala,2021,18.2,utilized,dcd,0,0
America,Guatemala,2021,18.2,utilized,total,1,0.054945054945054944
America,Guatemala,2022,18.6,actual,dbd,0,0
America,Guatemala,2022,18.6,actual,dcd,0,0
America,Guatemala,2022,18.6,actual,total,0,0
America,Guatemala,2022,18.6,utilized,dbd,0,0
America,Guatemala,2022,18.6,utilized,dcd,0,0
America,Guatemala,2022,18.6,utilized,total,0,0
America,Guatemala,2023,18.1,actual,dbd,7,0.38674033149171266
America,Guatemala,2023,18.1,actual,dcd,0,0
America,Guatemala,2023,18.1,actual,total,7,0.38674033149171266
America,Guatemala,2023,18.1,utilized,dbd,7,0.38674033149171266
America,Guatemala,2023,18.1,utilized,dcd,0,0
America,Guatemala,2023,18.1,utilized,total,7,0.38674033149171266
America,Guatemala,2024,18.4,actual,dbd,10,0.5434782608695653
America,Guatemala,2024,18.4,actual,dcd,0,0
America,Guatemala,2024,18.4,actual,total,10,0.5434782608695653
America,Guatemala,2024,18.4,utilized,dbd,10,0.5434782608695653
America,Guatemala,2024,18.4,utilized,dcd,0,0
America,Guatemala,2024,18.4,utilized,total,10,0.5434782608695653
America,Guyana,2023,0.8,actual,dbd,0,0
America,Guyana,2023,0.8,actual,dcd,0,0
America,Guyana,2023,0.8,actual,total,0,0
America,Guyana,2023,0.8,utilized,dbd,0,0
America,Guyana,2023,0.8,utilized,dcd,0,0
America,Guyana,2023,0.8,utilized,total,0,0
America,Guyana,2024,0.8,actual,dbd,0,0
America,Guyana,2024,0.8,actual,dcd,0,0
America,Guyana,2024,0.8,actual,total,0,0
America,Guyana,2024,0.8,utilized,dbd,0,0
America,Guyana,2024,0.8,utilized,dcd,0,0
America,Guyana,2024,0.8,utilized,total,0,0
America,Honduras,2015,8.1,actual,dbd,0,0
America,Honduras,2015,8.1,actual,dcd,0,0
America,Honduras,2015,8.1,actual,total,0,0
America,Honduras,2015,8.1,utilized,dbd,0,0
America,Honduras,2015,8.1,utilized,dcd,0,0
America,Honduras,2015,8.1,utilized,total,0,0
America,Honduras,2016,8.2,actual,dbd,0,0
America,Honduras,2016,8.2,actual,dcd,0,0
America,Honduras,2016,8.2,actual,total,0,0
America,Honduras,2016,8.2,utilized,dbd,0,0
America,Honduras,2016,8.2,utilized,dcd,0,0
America,Honduras,2016,8.2,utilized,total,0,0
America,Honduras,2017,9.3,actual,dbd,0,0
America,Honduras,2017,9.3,actual,dcd,0,0
America,Honduras,2017,9.3,actual,total,0,0
America,Honduras,2017,9.3,utilized,dbd,0,0
America,Honduras,2017,9.3,utilized,dcd,0,0
America,Honduras,2017,9.3,utilized,total,0,0
America,Honduras,2021,10.1,actual,dbd,0,0
America,Honduras,2021,10.1,actual,dcd,0,0
America,Honduras,2021,10.1,actual,total,0,0
America,Honduras,2021,10.1,utilized,dbd,0,0
America,Honduras,2021,10.1,utilized,dcd,0,0
America,Honduras,2021,10.1,utilized,total,0,0
America,Honduras,2022,10.2,actual,dbd,0,0
America,Honduras,2022,10.2,actual,dcd,0,0
America,Honduras,2022,10.2,actual,total,0,0
America,Honduras,2022,10.2,utilized,dbd,0,0
America,Honduras,2022,10.2,utilized,dcd,0,0
America,Honduras,2022,10.2,utilized,total,0,0
America,Honduras,2024,10.8,actual,dbd,0,0
America,Honduras,2024,10.8,actual,dcd,0,0
America,Honduras,2024,10.8,actual,total,0,0
America,Honduras,2024,10.8,utilized,dbd,0,0
America,Honduras,2024,10.8,utilized,dcd,0,0
America,Honduras,2024,10.8,utilized,total,0,0
Europe,Hungary,2000,10,actual,dbd,138,13.8
Europe,Hungary,2000,10,actual,total,138,13.8
Europe,Hungary,2001,9.9,actual,dbd,137,13.838383838383837
Europe,Hungary,2001,9.9,actual,total,137,13.838383838383837
Europe,Hungary,2002,9.9,actual,dbd,167,16.86868686868687
Europe,Hungary,2002,9.9,actual,dcd,0,0
Europe,Hungary,2002,9.9,actual,total,167,16.86868686868687
Europe,Hungary,2003,9.9,actual,dbd,161,16.262626262626263
Europe,Hungary,2003,9.9,actual,total,161,16.262626262626263
Europe,Hungary,2004,9.8,actual,dbd,160,16.3265306122449
Europe,Hungary,2004,9.8,actual,total,160,16.3265306122449
Europe,Hungary,2005,10.1,actual,dbd,181,17.92079207920792
Europe,Hungary,2005,10.1,actual,total,181,17.92079207920792
Europe,Hungary,2006,10.1,actual,total,177,17.524752475247524
Europe,Hungary,2007,10,actual,dbd,151,15.1
Europe,Hungary,2007,10,actual,dcd,0,0
Europe,Hungary,2007,10,actual,total,151,15.1
Europe,Hungary,2008,10,actual,dbd,148,14.8
Europe,Hungary,2008,10,actual,total,148,14.8
Europe,Hungary,2009,10,actual,dbd,140,14
Europe,Hungary,2009,10,actual,dcd,0,0
Europe,Hungary,2009,10,actual,total,140,14
Europe,Hungary,2009,10,utilized,dbd,134,13.4
Europe,Hungary,2009,10,utilized,dcd,0,0
Europe,Hungary,2010,10,actual,dbd,159,15.9
Europe,Hungary,2010,10,actual,dcd,0,0
Europe,Hungary,2010,10,actual,total,159,15.9
Europe,Hungary,2011,10,actual,dbd,131,13.1
Europe,Hungary,2011,10,actual,dcd,0,0
Europe,Hungary,2011,10,actual,total,131,13.1
Europe,Hungary,2012,9.9,actual,dbd,143,14.444444444444445
Europe,Hungary,2012,9.9,actual,dcd,0,0
Europe,Hungary,2012,9.9,actual,total,143,14.444444444444445
Europe,Hungary,2013,10,actual,dbd,155,15.5
Europe,Hungary,2013,10,actual,dcd,0,0
Europe,Hungary,2013,10,actual,total,155,15.5
Europe,Hungary,2013,10,utilized,dbd,153,15.3
Europe,Hungary,2013,10,utilized,dcd,0,0
Europe,Hungary,2013,10,utilized,total,153,15.3
Europe,Hungary,2014,9.9,actual,dbd,203,20.505050505050505
Europe,Hungary,2014,9.9,actual,dcd,0,0
Europe,Hungary,2014,9.9,actual,total,203,20.505050505050505
Europe,Hungary,2014,9.9,utilized,dbd,199,20.1010101010101
Europe,Hungary,2014,9.9,utilized,dcd,0,0
Europe,Hungary,2014,9.9,utilized,total,199,20.1010101010101
Europe,Hungary,2015,9.9,actual,dbd,236,23.838383838383837
Europe,Hungary,2015,9.9,actual,dcd,0,0
Europe,Hungary,2015,9.9,actual,total,236,23.838383838383837
Europe,Hungary,2015,9.9,utilized,dbd,174,17.575757575757574
Europe,Hungary,2015,9.9,utilized,dcd,0,0
Europe,Hungary,2015,9.9,utilized,total,174,17.575757575757574
Europe,Hungary,2016,9.8,actual,dbd,182,18.57142857142857
Europe,Hungary,2016,9.8,actual,dcd,0,0
Europe,Hungary,2016,9.8,actual,total,182,18.57142857142857
Europe,Hungary,2016,9.8,utilized,dbd,177,18.06122448979592
Europe,Hungary,2016,9.8,utilized,dcd,0,0
Europe,Hungary,2016,9.8,utilized,total,177,18.06122448979592
Europe,Hungary,2017,9.7,actual,dbd,159,16.39175257731959
Europe,Hungary,2017,9.7,actual,dcd,0,0
Europe,Hungary,2017,9.7,actual,total,159,16.39175257731959
Europe,Hungary,2017,9.7,utilized,dbd,151,15.567010309278352
Europe,Hungary,2017,9.7,utilized,dcd,0,0
Europe,Hungary,2017,9.7,utilized,total,151,15.567010309278352
Europe,Hungary,2018,9.7,actual,dbd,168,17.319587628865982
Europe,Hungary,2018,9.7,actual,dcd,0,0
Europe,Hungary,2018,9.7,actual,total,168,17.319587628865982
Europe,Hungary,2018,9.7,utilized,dbd,167,17.216494845360828
Europe,Hungary,2018,9.7,utilized,dcd,0,0
Europe,Hungary,2018,9.7,utilized,total,167,17.216494845360828
Europe,Hungary,2019,9.7,actual,dbd,180,18.556701030927837
Europe,Hungary,2019,9.7,actual,dcd,0,0
Europe,Hungary,2019,9.7,actual,total,180,18.556701030927837
Europe,Hungary,2019,9.7,utilized,dbd,177,18.247422680412374
Europe,Hungary,2019,9.7,utilized,dcd,0,0
Europe,Hungary,2019,9.7,utilized,total,177,18.247422680412374
Europe,Hungary,2020,9.7,actual,dbd,111,11.443298969072165
Europe,Hungary,2020,9.7,actual,dcd,0,0
Europe,Hungary,2020,9.7,actual,total,111,11.443298969072165
Europe,Hungary,2020,9.7,utilized,dbd,108,11.134020618556702
Europe,Hungary,2020,9.7,utilized,dcd,0,0
Europe,Hungary,2020,9.7,utilized,total,108,11.134020618556702
Europe,Hungary,2021,9.6,actual,dbd,102,10.625
Europe,Hungary,2021,9.6,actual,dcd,0,0
Europe,Hungary,2021,9.6,actual,total,102,10.625
